"","year","age","value","model","value_lower","value_upper"
"317",1970,2,0.0471852600445653,"Two-outbreak model + rho",0.0290851517477617,0.0708871756685388
"318",1971,2,0.00191060860315327,"Two-outbreak model + rho",0.000773372915422439,0.00423870913839619
"319",1972,2,8.83705216284774e-06,"Two-outbreak model + rho",2.37884322189797e-06,2.94850863560082e-05
"320",1973,2,5.21869679339354e-09,"Two-outbreak model + rho",9.60376030128462e-10,2.56127321519767e-08
"321",1958,3,NA,"Two-outbreak model + rho",NA,NA
"322",1959,3,NA,"Two-outbreak model + rho",NA,NA
"323",1960,3,0.00484614540302199,"Two-outbreak model + rho",1.89902075558631e-05,0.0652435804614018
"324",1961,3,0.0647114037267828,"Two-outbreak model + rho",0.00242527141751447,0.153486973344965
"325",1962,3,0.0972177439893352,"Two-outbreak model + rho",0.0306115791096983,0.142235364941542
"326",1963,3,0.0273837639554815,"Two-outbreak model + rho",0.00174594327775411,0.105702663888164
"327",1964,3,0.00100029919920519,"Two-outbreak model + rho",1.11316867534235e-05,0.0320143248036947
"328",1965,3,5.73712725854301e-06,"Two-outbreak model + rho",1.68343835931308e-07,0.00151241955725382
"329",1966,3,0.000118940753039619,"Two-outbreak model + rho",3.66841378878273e-05,0.000332840439011199
"330",1967,3,0.0114026544192258,"Two-outbreak model + rho",0.00522924612975567,0.0217956440535719
"331",1968,3,0.137528900064868,"Two-outbreak model + rho",0.0954086103545539,0.181412238270543
"332",1969,3,0.196844121679669,"Two-outbreak model + rho",0.163784976124005,0.2304204360325
"333",1970,3,0.0407358527634016,"Two-outbreak model + rho",0.0239152232108711,0.0639321332905236
"334",1971,3,0.00147572667304651,"Two-outbreak model + rho",0.000621239393466935,0.00321309613937615
"335",1972,3,8.30424053496244e-06,"Two-outbreak model + rho",2.29627759688002e-06,2.68435322258002e-05
"336",1973,3,5.20865812239811e-09,"Two-outbreak model + rho",9.5963812802636e-10,2.54962444683302e-08
"337",1958,4,NA,"Two-outbreak model + rho",NA,NA
"338",1959,4,NA,"Two-outbreak model + rho",NA,NA
"339",1960,4,NA,"Two-outbreak model + rho",NA,NA
"340",1961,4,0.0647114001435067,"Two-outbreak model + rho",0.002425271417507,0.153484221569377
"341",1962,4,0.0972002574255623,"Two-outbreak model + rho",0.0304803682756963,0.142232140658906
"342",1963,4,0.0272189686867685,"Two-outbreak model + rho",0.00159486045465777,0.105698189354492
"343",1964,4,0.000944293037512961,"Two-outbreak model + rho",9.22312878801263e-06,0.0319425581002814
"344",1965,4,5.02618607224209e-06,"Two-outbreak model + rho",1.58910627446579e-07,0.00144074826333231
"345",1966,4,0.000114571789112675,"Two-outbreak model + rho",3.5395564490516e-05,0.000321984324165386
"346",1967,4,0.0113793240877957,"Two-outbreak model + rho",0.00518602180436826,0.0217895102648966
"347",1968,4,0.137528844851407,"Two-outbreak model + rho",0.0954070781867518,0.1814118795798
"348",1969,4,0.196821526844386,"Two-outbreak model + rho",0.163723401056261,0.23040932732599
"349",1970,4,0.0402331185258573,"Two-outbreak model + rho",0.0234445172182688,0.0635610700043687
"350",1971,4,0.00128245597862071,"Two-outbreak model + rho",0.000522203719698792,0.00290988048138676
"351",1972,4,6.47472354405298e-06,"Two-outbreak model + rho",1.86204423016581e-06,2.07393568664139e-05
"352",1973,4,4.91558896058022e-09,"Two-outbreak model + rho",9.27539253215654e-10,2.317738893653e-08
"353",1958,5,NA,"Two-outbreak model + rho",NA,NA
"354",1959,5,NA,"Two-outbreak model + rho",NA,NA
"355",1960,5,NA,"Two-outbreak model + rho",NA,NA
"356",1961,5,NA,"Two-outbreak model + rho",NA,NA
"357",1962,5,0.0972002115799403,"Two-outbreak model + rho",0.0304792198304281,0.142232137612865
"358",1963,5,0.0272165652469036,"Two-outbreak model + rho",0.00158588576506256,0.105698183388669
"359",1964,5,0.000941333065311488,"Two-outbreak model + rho",8.5234110560001e-06,0.0319420472127268
"360",1965,5,4.71600372753351e-06,"Two-outbreak model + rho",1.3993832636161e-07,0.00143690875981901
"361",1966,5,0.000103863954835253,"Two-outbreak model + rho",3.20815591546585e-05,0.000293875987073419
"362",1967,5,0.0109024372244528,"Two-outbreak model + rho",0.00493502259563569,0.0213554823613766
"363",1968,5,0.137199567862344,"Two-outbreak model + rho",0.0951827135597448,0.180315016083659
"364",1969,5,0.196818296000917,"Two-outbreak model + rho",0.163713768486941,0.229350491726083
"365",1970,5,0.040228642528768,"Two-outbreak model + rho",0.023437567606311,0.0635589261969582
"366",1971,5,0.00126954551740215,"Two-outbreak model + rho",0.000512595548780533,0.00289666352699055
"367",1972,5,5.68274986099938e-06,"Two-outbreak model + rho",1.57998502764859e-06,1.88536595370803e-05
"368",1973,5,3.8768186565324e-09,"Two-outbreak model + rho",7.57944234668114e-10,1.81488104277291e-08
"369",1958,6,NA,"Two-outbreak model + rho",NA,NA
"370",1959,6,NA,"Two-outbreak model + rho",NA,NA
"371",1960,6,NA,"Two-outbreak model + rho",NA,NA
"372",1961,6,NA,"Two-outbreak model + rho",NA,NA
"373",1962,6,NA,"Two-outbreak model + rho",NA,NA
"374",1963,6,0.027216561650759,"Two-outbreak model + rho",0.00158580977177271,0.105698183387562
"375",1964,6,0.000941307405205315,"Two-outbreak model + rho",8.48693447073551e-06,0.0319420467199279
"376",1965,6,4.69896989719517e-06,"Two-outbreak model + rho",1.34283826112008e-07,0.00143688018121104
"377",1966,6,9.80361324410764e-05,"Two-outbreak model + rho",3.03311450602921e-05,0.000267267514668997
"378",1967,6,0.00985423427506137,"Two-outbreak model + rho",0.00450154714388525,0.0192981296067754
"379",1968,6,0.131852153693786,"Two-outbreak model + rho",0.0903622536033598,0.175956377201348
"380",1969,6,0.195895403248573,"Two-outbreak model + rho",0.162847458605682,0.229071001441773
"381",1970,6,0.0402283361065881,"Two-outbreak model + rho",0.0234353312645774,0.0635587346200472
"382",1971,6,0.00126940413124913,"Two-outbreak model + rho",0.000512454274602678,0.002896574159736
"383",1972,6,5.62998299911127e-06,"Two-outbreak model + rho",1.55258928737172e-06,1.87629100191312e-05
"384",1973,6,3.43482937749823e-09,"Two-outbreak model + rho",6.47354620659751e-10,1.66620254268297e-08
"385",1958,7,NA,"Two-outbreak model + rho",NA,NA
"386",1959,7,NA,"Two-outbreak model + rho",NA,NA
"387",1960,7,NA,"Two-outbreak model + rho",NA,NA
"388",1961,7,NA,"Two-outbreak model + rho",NA,NA
"389",1962,7,NA,"Two-outbreak model + rho",NA,NA
"390",1963,7,NA,"Two-outbreak model + rho",NA,NA
"391",1964,7,0.000941307375046971,"Two-outbreak model + rho",8.48663837306233e-06,0.0319420467198636
"392",1965,7,4.69882073162278e-06,"Two-outbreak model + rho",1.34103448353422e-07,0.00143688015237869
"393",1966,7,9.71849856076751e-05,"Two-outbreak model + rho",3.01611634489273e-05,0.000265418575583987
"394",1967,7,0.00934404599125879,"Two-outbreak model + rho",0.00435029720394393,0.0176532240331568
"395",1968,7,0.119635033305838,"Two-outbreak model + rho",0.0818332894777497,0.160325913357563
"396",1969,7,0.188489561264662,"Two-outbreak model + rho",0.153715299939333,0.223672270950998
"397",1970,7,0.0399636509722988,"Two-outbreak model + rho",0.0233543445491877,0.063510073774935
"398",1971,7,0.0012693864886458,"Two-outbreak model + rho",0.000512452487972973,0.00289651879187451
"399",1972,7,5.62945422918262e-06,"Two-outbreak model + rho",1.55218757915792e-06,1.87622844343907e-05
"400",1973,7,3.40280306268796e-09,"Two-outbreak model + rho",6.36537169599112e-10,1.65921020173831e-08
"401",1958,8,NA,"Two-outbreak model + rho",NA,NA
"402",1959,8,NA,"Two-outbreak model + rho",NA,NA
"403",1960,8,NA,"Two-outbreak model + rho",NA,NA
"404",1961,8,NA,"Two-outbreak model + rho",NA,NA
"405",1962,8,NA,"Two-outbreak model + rho",NA,NA
"406",1963,8,NA,"Two-outbreak model + rho",NA,NA
"407",1964,8,NA,"Two-outbreak model + rho",NA,NA
"408",1965,8,4.69882054863415e-06,"Two-outbreak model + rho",1.34102499634757e-07,0.00143688015237475
"409",1966,8,9.71808735991128e-05,"Two-outbreak model + rho",3.01444558349673e-05,0.00026535529122846
"410",1967,8,0.00926767383709413,"Two-outbreak model + rho",0.00434437072948332,0.0175785098279821
"411",1968,8,0.113287248123746,"Two-outbreak model + rho",0.0784340358422648,0.148597195099822
"412",1969,8,0.171793135682467,"Two-outbreak model + rho",0.140944648651181,0.206148418611515
"413",1970,8,0.038500947458603,"Two-outbreak model + rho",0.0228500590655862,0.0608876601778605
"414",1971,8,0.00125981985701754,"Two-outbreak model + rho",0.000512395149736275,0.00288239315529537
"415",1972,8,5.62907832035671e-06,"Two-outbreak model + rho",1.55201629057848e-06,1.87616181513164e-05
"416",1973,8,3.40248159256149e-09,"Two-outbreak model + rho",6.36378551512705e-10,1.65916269769176e-08
"417",1958,9,NA,"Two-outbreak model + rho",NA,NA
"418",1959,9,NA,"Two-outbreak model + rho",NA,NA
"419",1960,9,NA,"Two-outbreak model + rho",NA,NA
"420",1961,9,NA,"Two-outbreak model + rho",NA,NA
"421",1962,9,NA,"Two-outbreak model + rho",NA,NA
"422",1963,9,NA,"Two-outbreak model + rho",NA,NA
"423",1964,9,NA,"Two-outbreak model + rho",NA,NA
"424",1965,9,NA,"Two-outbreak model + rho",NA,NA
"425",1966,9,9.71808668113921e-05,"Two-outbreak model + rho",3.01444001601903e-05,0.000265355274879731
"426",1967,9,0.00926728244059523,"Two-outbreak model + rho",0.00434433925220655,0.0175745864274574
"427",1968,9,0.111927181086097,"Two-outbreak model + rho",0.0773181873117796,0.146912854301283
"428",1969,9,0.161866864339611,"Two-outbreak model + rho",0.134261018628352,0.191551685504421
"429",1970,9,0.0352298225079033,"Two-outbreak model + rho",0.0211101166780447,0.0561993630465151
"430",1971,9,0.00121510360063846,"Two-outbreak model + rho",0.000505804215342424,0.00277416843170788
"431",1972,9,5.58404674571633e-06,"Two-outbreak model + rho",1.54938719569742e-06,1.86979808844243e-05
"432",1973,9,3.40240106988442e-09,"Two-outbreak model + rho",6.36310921934094e-10,1.65916250233194e-08
"433",1958,1,5.71810048366483e-07,"Two-outbreak model + age risk + rho",2.21285850754427e-10,7.48433990001518e-05
"434",1959,1,0.0002322005818714,"Two-outbreak model + age risk + rho",5.86882225492302e-07,0.00700304122893914
"435",1960,1,0.0127011969703278,"Two-outbreak model + age risk + rho",0.00021088784546201,0.0786040877489389
"436",1961,1,0.0875538440920122,"Two-outbreak model + age risk + rho",0.0107089724327532,0.149625624812715
"437",1962,1,0.083308804847588,"Two-outbreak model + age risk + rho",0.025277555394664,0.134014640576722
"438",1963,1,0.0127730050690245,"Two-outbreak model + age risk + rho",0.000768862264135295,0.07766600302656
"439",1964,1,0.000229136456115275,"Two-outbreak model + age risk + rho",3.48132641387611e-06,0.0105123314419263
"440",1965,1,7.39716646991351e-07,"Two-outbreak model + age risk + rho",6.22816658801817e-08,0.000181872224746432
"441",1966,1,8.28686778509558e-05,"Two-outbreak model + age risk + rho",2.41386613601846e-05,0.000255628490135829
"442",1967,1,0.00822396950009341,"Two-outbreak model + age risk + rho",0.00366332043740412,0.0171213480727272
"443",1968,1,0.106200749691512,"Two-outbreak model + age risk + rho",0.0684691178865104,0.155065433436978
"444",1969,1,0.185536140424026,"Two-outbreak model + age risk + rho",0.145042100390167,0.234424539435658
"445",1970,1,0.0508166423545189,"Two-outbreak model + age risk + rho",0.0288169051700794,0.0807181444801175
"446",1971,1,0.00176968058359378,"Two-outbreak model + age risk + rho",0.00069381349747577,0.00405253867161257
"447",1972,1,8.13019249401581e-06,"Two-outbreak model + age risk + rho",2.23653381672684e-06,2.69245380146249e-05
"448",1973,1,5.09167524809229e-09,"Two-outbreak model + age risk + rho",9.34847180222853e-10,2.45176746793696e-08
"449",1958,2,NA,"Two-outbreak model + age risk + rho",NA,NA
"450",1959,2,0.000246750279223189,"Two-outbreak model + age risk + rho",6.09463557077292e-07,0.00732615931738674
"451",1960,2,0.0135120561584567,"Two-outbreak model + age risk + rho",0.000218788629198664,0.082730981203686
"452",1961,2,0.0904349430614427,"Two-outbreak model + age risk + rho",0.0111950564267453,0.149385127198691
"453",1962,2,0.0812372161266626,"Two-outbreak model + age risk + rho",0.0232388201595857,0.130359046773234
"454",1963,2,0.0122018037008273,"Two-outbreak model + age risk + rho",0.00081082342339854,0.0736411387664457
"455",1964,2,0.000239601451049022,"Two-outbreak model + age risk + rho",3.70621145909255e-06,0.0103529103949244
"456",1965,2,7.83971919892374e-07,"Two-outbreak model + age risk + rho",6.54822822979218e-08,0.000187344464273197
"457",1966,2,8.73997784419996e-05,"Two-outbreak model + age risk + rho",2.5547057302395e-05,0.000268953282476959
"458",1967,2,0.00866392919994818,"Two-outbreak model + age risk + rho",0.00381993710572834,0.0182132988152666
"459",1968,2,0.11095064495902,"Two-outbreak model + age risk + rho",0.0722881081419349,0.160975746536929
"460",1969,2,0.174898701711777,"Two-outbreak model + age risk + rho",0.137062261594915,0.215214828044194
"461",1970,2,0.0435665164992998,"Two-outbreak model + age risk + rho",0.0257875999360107,0.0672711091646321
"462",1971,2,0.00176936959876445,"Two-outbreak model + age risk + rho",0.000718778717029481,0.00393258319849602
"463",1972,2,8.54288115507544e-06,"Two-outbreak model + age risk + rho",2.3511718448009e-06,2.82455757321766e-05
"464",1973,2,5.38703788398524e-09,"Two-outbreak model + age risk + rho",9.9055189712776e-10,2.6155530650925e-08
"465",1958,3,NA,"Two-outbreak model + age risk + rho",NA,NA
"466",1959,3,NA,"Two-outbreak model + age risk + rho",NA,NA
"467",1960,3,0.0142199972865397,"Two-outbreak model + age risk + rho",0.00022906095454846,0.0870862233569124
"468",1961,3,0.0955448715945197,"Two-outbreak model + age risk + rho",0.0117533345723053,0.159054073616728
"469",1962,3,0.0837075762752114,"Two-outbreak model + age risk + rho",0.022816827544318,0.135996584787855
"470",1963,3,0.0117535155267859,"Two-outbreak model + age risk + rho",0.000780355520886507,0.0765708680565048
"471",1964,3,0.000234933467785072,"Two-outbreak model + age risk + rho",3.82541894596275e-06,0.00976348361481346
"472",1965,3,8.19300311227246e-07,"Two-outbreak model + age risk + rho",6.86094212459781e-08,0.00017884132858694
"473",1966,3,9.17748769341707e-05,"Two-outbreak model + age risk + rho",2.65678853400736e-05,0.000282680718319239
"474",1967,3,0.00913018124940425,"Two-outbreak model + age risk + rho",0.00403060659864415,0.0192607848651023
"475",1968,3,0.116738631562705,"Two-outbreak model + age risk + rho",0.076258175736786,0.169454402073316
"476",1969,3,0.180847138075156,"Two-outbreak model + age risk + rho",0.140845959639417,0.223057594839452
"477",1970,3,0.0408156093474311,"Two-outbreak model + age risk + rho",0.0240439651685703,0.0644622758564659
"478",1971,3,0.00152190801346439,"Two-outbreak model + age risk + rho",0.00063627618378267,0.00330877983822841
"479",1972,3,8.5630805296298e-06,"Two-outbreak model + age risk + rho",2.39352256212048e-06,2.74328527007999e-05
"480",1973,3,5.66229562242717e-09,"Two-outbreak model + age risk + rho",1.02926175235571e-09,2.73292512390425e-08
"481",1958,4,NA,"Two-outbreak model + age risk + rho",NA,NA
"482",1959,4,NA,"Two-outbreak model + age risk + rho",NA,NA
"483",1960,4,NA,"Two-outbreak model + age risk + rho",NA,NA
"484",1961,4,0.100023224600548,"Two-outbreak model + age risk + rho",0.0123571532895679,0.166881323496753
"485",1962,4,0.0872179626682379,"Two-outbreak model + age risk + rho",0.023590773516321,0.144071615353478
"486",1963,4,0.0121317769264836,"Two-outbreak model + age risk + rho",0.000772884509336898,0.0801738238751994
"487",1964,4,0.000227827706973727,"Two-outbreak model + age risk + rho",3.65267740336625e-06,0.00995132282989271
"488",1965,4,7.85641300901712e-07,"Two-outbreak model + age risk + rho",6.90484811067009e-08,0.000173988723422261
"489",1966,4,9.48936620046239e-05,"Two-outbreak model + age risk + rho",2.88390570228044e-05,0.000292019447534241
"490",1967,4,0.00960828929352812,"Two-outbreak model + age risk + rho",0.00427667362373482,0.0202997665374669
"491",1968,4,0.122647655600717,"Two-outbreak model + age risk + rho",0.0798905523335848,0.181040553660042
"492",1969,4,0.188753669063004,"Two-outbreak model + age risk + rho",0.146628761288315,0.23526301272868
"493",1970,4,0.0420726521009822,"Two-outbreak model + age risk + rho",0.0245130991431607,0.0671576502451389
"494",1971,4,0.00143379805501184,"Two-outbreak model + age risk + rho",0.000586371550578406,0.00321271023994854
"495",1972,4,7.48415833306437e-06,"Two-outbreak model + age risk + rho",2.10093116207964e-06,2.36760705698064e-05
"496",1973,4,5.66440530526153e-09,"Two-outbreak model + age risk + rho",1.06203890186469e-09,2.67155278380309e-08
"497",1958,5,NA,"Two-outbreak model + age risk + rho",NA,NA
"498",1959,5,NA,"Two-outbreak model + age risk + rho",NA,NA
"499",1960,5,NA,"Two-outbreak model + age risk + rho",NA,NA
"500",1961,5,NA,"Two-outbreak model + age risk + rho",NA,NA
"501",1962,5,0.0914756266847029,"Two-outbreak model + age risk + rho",0.0241915741296287,0.153345294469454
"502",1963,5,0.0126898638635461,"Two-outbreak model + age risk + rho",0.000787493111281576,0.0840259839989489
"503",1964,5,0.000236209000232381,"Two-outbreak model + age risk + rho",3.41962122339455e-06,0.0101685558079634
"504",1965,5,7.65919670223659e-07,"Two-outbreak model + age risk + rho",6.54525707272293e-08,0.000176142634105044
"505",1966,5,9.22861767403841e-05,"Two-outbreak model + age risk + rho",2.84421049434175e-05,0.000283113429860196
"506",1967,5,0.00997842278857474,"Two-outbreak model + age risk + rho",0.00441991910410623,0.0213090364915124
"507",1968,5,0.128858840419328,"Two-outbreak model + age risk + rho",0.083122808846402,0.191589916727976
"508",1969,5,0.196802939516903,"Two-outbreak model + age risk + rho",0.151687948789789,0.248648874058825
"509",1970,5,0.0434721279965533,"Two-outbreak model + age risk + rho",0.0252757145133679,0.0695745865748078
"510",1971,5,0.00148495288160979,"Two-outbreak model + age risk + rho",0.000594454561697459,0.00332095756603568
"511",1972,5,7.083720053819e-06,"Two-outbreak model + age risk + rho",1.91750102050405e-06,2.26841461329393e-05
"512",1973,5,4.9728058482133e-09,"Two-outbreak model + age risk + rho",9.34933271188409e-10,2.25187022678724e-08
"513",1958,6,NA,"Two-outbreak model + age risk + rho",NA,NA
"514",1959,6,NA,"Two-outbreak model + age risk + rho",NA,NA
"515",1960,6,NA,"Two-outbreak model + age risk + rho",NA,NA
"516",1961,6,NA,"Two-outbreak model + age risk + rho",NA,NA
"517",1962,6,NA,"Two-outbreak model + age risk + rho",NA,NA
"518",1963,6,0.0132493228795792,"Two-outbreak model + age risk + rho",0.00080710887315245,0.0886087662734877
"519",1964,6,0.000246402737757161,"Two-outbreak model + age risk + rho",3.4516549292672e-06,0.010555466048535
"520",1965,6,7.92670349068112e-07,"Two-outbreak model + age risk + rho",6.62528819159926e-08,0.000180325023639952
"521",1966,6,8.98905261852296e-05,"Two-outbreak model + age risk + rho",2.7452398305065e-05,0.000279260421778079
"522",1967,6,0.00977682023742895,"Two-outbreak model + age risk + rho",0.00423840340849577,0.021281736025171
"523",1968,6,0.133352143281727,"Two-outbreak model + age risk + rho",0.0857660221687608,0.202215193400968
"524",1969,6,0.204818921048794,"Two-outbreak model + age risk + rho",0.155525593144961,0.2623561342446
"525",1970,6,0.0449723617822894,"Two-outbreak model + age risk + rho",0.0259922614645875,0.0723617242636717
"526",1971,6,0.00153342855565703,"Two-outbreak model + age risk + rho",0.000612057243604495,0.00342167773425916
"527",1972,6,7.29972169759075e-06,"Two-outbreak model + age risk + rho",1.95984287001489e-06,2.34599494177237e-05
"528",1973,6,4.72207979641098e-09,"Two-outbreak model + age risk + rho",8.54670847694915e-10,2.22327602432619e-08
"529",1958,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"530",1959,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"531",1960,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"532",1961,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"533",1962,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"534",1963,7,NA,"Two-outbreak model + age risk + rho",NA,NA
"535",1964,7,0.00025843580581399,"Two-outbreak model + age risk + rho",3.50796754616278e-06,0.0109275172962282
"536",1965,7,8.34383735183666e-07,"Two-outbreak model + age risk + rho",6.89660097520603e-08,0.000186290082607871
"537",1966,7,9.205395874675e-05,"Two-outbreak model + age risk + rho",2.82297256197042e-05,0.000290446474807698
"538",1967,7,0.00958299507663405,"Two-outbreak model + age risk + rho",0.00409235544629284,0.0208156644559441
"539",1968,7,0.13050292656368,"Two-outbreak model + age risk + rho",0.0812594005053271,0.199575264996749
"540",1969,7,0.210108908388814,"Two-outbreak model + age risk + rho",0.157090642405838,0.271859544111181
"541",1970,7,0.0462921041399408,"Two-outbreak model + age risk + rho",0.0266408348121995,0.074543836802923
"542",1971,7,0.00157983845546236,"Two-outbreak model + age risk + rho",0.000629350943986842,0.00354226766434086
"543",1972,7,7.54921624809632e-06,"Two-outbreak model + age risk + rho",2.0244031324527e-06,2.44099087171749e-05
"544",1973,7,4.85977697568318e-09,"Two-outbreak model + age risk + rho",8.69302356133812e-10,2.29689376311179e-08
"545",1958,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"546",1959,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"547",1960,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"548",1961,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"549",1962,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"550",1963,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"551",1964,8,NA,"Two-outbreak model + age risk + rho",NA,NA
"552",1965,8,8.65558385358145e-07,"Two-outbreak model + age risk + rho",7.17150704237162e-08,0.000195736118975467
"553",1966,8,9.62492229515811e-05,"Two-outbreak model + age risk + rho",2.84678529226047e-05,0.000307870653551668
"554",1967,8,0.00989825929000357,"Two-outbreak model + age risk + rho",0.00412140731804801,0.0217578119019447
"555",1968,8,0.128631414451787,"Two-outbreak model + age risk + rho",0.076899996574782,0.19635735068336
"556",1969,8,0.202498601116912,"Two-outbreak model + age risk + rho",0.150629475480065,0.26453464398012
"557",1970,8,0.0468637899364473,"Two-outbreak model + age risk + rho",0.0269333157218478,0.0753933620604803
"558",1971,8,0.00161557800392489,"Two-outbreak model + age risk + rho",0.000644208518280964,0.00366512073017099
"559",1972,8,7.78372042386663e-06,"Two-outbreak model + age risk + rho",2.08420513266435e-06,2.5226592040714e-05
"560",1973,8,5.02562895258593e-09,"Two-outbreak model + age risk + rho",8.96753170192177e-10,2.37452263145591e-08
"561",1958,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"562",1959,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"563",1960,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"564",1961,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"565",1962,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"566",1963,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"567",1964,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"568",1965,9,NA,"Two-outbreak model + age risk + rho",NA,NA
"569",1966,9,0.000100878690458112,"Two-outbreak model + age risk + rho",2.93643409078694e-05,0.000320597111690359
"570",1967,9,0.0103130212657282,"Two-outbreak model + age risk + rho",0.00421336891061896,0.022936247840319
"571",1968,9,0.131744678088795,"Two-outbreak model + age risk + rho",0.0770693131345555,0.205497893302196
"572",1969,9,0.19563272157074,"Two-outbreak model + age risk + rho",0.140287662561586,0.26024382138106
"573",1970,9,0.0449834174328873,"Two-outbreak model + age risk + rho",0.0256474419263982,0.0726367355453815
"574",1971,9,0.00163197272405254,"Two-outbreak model + age risk + rho",0.000641393098631481,0.00373094386009132
"575",1972,9,7.97132057990329e-06,"Two-outbreak model + age risk + rho",2.14335838096182e-06,2.6180807964146e-05
"576",1973,9,5.19089690433638e-09,"Two-outbreak model + age risk + rho",9.26763125254189e-10,2.45190388137912e-08
